Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,11,Vegalta Sendai,Sagan Tosu,90,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,26,Sagan Tosu,Nagoya Grampus,90,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,27,Hokkaido Consadole Sapporo,Sagan Tosu,90,4,1,3,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,28,Kashiwa Reysol,Sagan Tosu,90,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,29,Sagan Tosu,Vegalta Sendai,90,3,1,2,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,30,Gamba Osaka,Sagan Tosu,90,7,1,6,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,31,Yokohama FC,Sagan Tosu,90,4,1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,32,Sagan Tosu,Kawasaki Frontale,90,5,1,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,33,Cerezo Osaka,Sagan Tosu,90,4,1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iru-gyu, Park",40,KOR,Sagan Tosu,2020,34,Sagan Tosu,Oita Trinita,90,4,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
